Unnamed: 0,user,Tweet,Time
2181,EverceNanuni,RT @JosephSenyonjo3: 2/4 Dictator Museveni (M7)'s regime has openly supported #Putin's invasion of #Ukraine. Museveni &amp; Putin share a disda…,2022-06-18 19:53:59+00:00
2182,MKRIZSA50,RT @WarAgainstPutin: “I’d say to the American people I’ve done foreign policy my whole career. I’m convinced that if we let #Russia roll an…,2022-06-18 19:53:07+00:00
2183,MKRIZSA50,"RT @WarAgainstPutin: War criminal genocidal maniac #Putin said that those Russians who do not support his invasion of #Ukraine, couldn't be…",2022-06-18 19:52:48+00:00
2184,Louise94622028,"RT @JosephSenyonjo3: 1/4 @POTUS, your support to #Ukraine to defend itself will be recounted favorably when historians write of US leaders…",2022-06-18 19:52:38+00:00
2185,nup_diaspora,"RT @JosephSenyonjo3: 1/4 @POTUS, your support to #Ukraine to defend itself will be recounted favorably when historians write of US leaders…",2022-06-18 19:52:36+00:00
2186,abebut,RT @raging545: VIDEO from near the Topaz plant in Russian occupied Donetsk showing Russian electronic warfare military vehicles rapidly lea…,2022-06-18 19:51:41+00:00
2187,don_imba,RT @raging545: VIDEO of another trainload of T-80 as well as T-62 tanks  from Siberia now heading to Ukraine. #Russia is now apparently pul…,2022-06-18 19:50:49+00:00
2188,snoopervise,"RT @uasupport999: Excellent article from @derspiegel.  

“The #Russian army is suffering high casualties in the war against #Ukraine and Vl…",2022-06-18 19:49:14+00:00
2189,mcgudrunzh,"@iverbytskyi same sex marriages or not - #Putin attacked n thus is wrong, he has no business in someone else's country.  #Ukraine suffers under a ruthless murderer n needs help.",2022-06-18 19:48:18+00:00
2190,TLlanelli,"#StandWithUkraine 🇺🇦

#StandWithBelarus 🇧🇾

@NATO send #Ukraine the weapons they asked for to defeat #Putin #Lukashenko 

🇺🇸🇪🇺🇹🇷🇱🇰🇨🇭🇲🇪🇨🇿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇩🇪🇫🇷🇪🇪🇦🇿🇧🇬🇲🇰.. https://t.co/DqYfr45UbX",2022-06-18 19:47:38+00:00
2191,profmikhailov,"RT @SharleenLittle4: Putin deliberately provokes hunger in the world!
Moscow, by blocking Ukrainian ports, is striving for global destabili…",2022-06-18 19:47:20+00:00
2192,josiebinghamgm1,RT @SimonFoxWriter: I get the impression that the #EU national leaders (with just a few exceptions) wouldn't actually be too bothered if #P…,2022-06-18 19:46:43+00:00
2193,Leonard_R_01,"Russian President Vladimir Putin has declared the end of ""the era of the unipolar world"" in a combative speech that lambasted Western countries at the St. Petersburg International Economic Forum on!
#Putin #Russia #Ukraine #UkraineRussiaWar https://t.co/Lu0KvCQVDj",2022-06-18 19:46:42+00:00
2194,AishaNamuleme,RT @JosephSenyonjo3: 2/4 Dictator Museveni (M7)'s regime has openly supported #Putin's invasion of #Ukraine. Museveni &amp; Putin share a disda…,2022-06-18 19:46:40+00:00
2195,GoodlyMonteiro,"RT @JosephSenyonjo3: 1/4 @POTUS, your support to #Ukraine to defend itself will be recounted favorably when historians write of US leaders…",2022-06-18 19:46:40+00:00
2196,AishaNamuleme,"RT @JosephSenyonjo3: 1/4 @POTUS, your support to #Ukraine to defend itself will be recounted favorably when historians write of US leaders…",2022-06-18 19:46:18+00:00
2197,cricrimosan,RT @raging545: VIDEO of another trainload of T-80 as well as T-62 tanks  from Siberia now heading to Ukraine. #Russia is now apparently pul…,2022-06-18 19:46:06+00:00
2198,weronnov,"RT @uasupport999: Excellent article from @derspiegel.  

“The #Russian army is suffering high casualties in the war against #Ukraine and Vl…",2022-06-18 19:45:47+00:00
2199,JosephSenyonjo3,"2/4 Dictator Museveni (M7)'s regime has openly supported #Putin's invasion of #Ukraine. Museveni &amp; Putin share a disdain for democracy &amp; human rights &amp; Museveni has similarly destabilized neighbors DRC &amp; South Sudan, either directly or through proxies.
https://t.co/ECFwIEOK23",2022-06-18 19:44:57+00:00
2200,OzymandiusUK,RT @raging545: VIDEO of another trainload of T-80 as well as T-62 tanks  from Siberia now heading to Ukraine. #Russia is now apparently pul…,2022-06-18 19:44:33+00:00
2201,uasupport999,"Excellent article from @derspiegel.  

“The #Russian army is suffering high casualties in the war against #Ukraine and Vladimir #Putin badly needs fresh troops. He wants to avoid a general mobilization, so the military is relying on other methods.”

https://t.co/Q3So5IgAlE",2022-06-18 19:44:27+00:00
2202,Halo_2022_01010,RT @raging545: VIDEO from near the Topaz plant in Russian occupied Donetsk showing Russian electronic warfare military vehicles rapidly lea…,2022-06-18 19:44:26+00:00
2203,JosephSenyonjo3,"1/4 @POTUS, your support to #Ukraine to defend itself will be recounted favorably when historians write of US leaders who stood up against threats to world peace. But don't let #Putin spread his autocratic influence in Africa through #Uganda's Museveni.
https://t.co/y89ENhxATD",2022-06-18 19:44:02+00:00
2204,andriiholovatyi,RT @raging545: VIDEO from Russian occupied Donetsk of a Ukrainian strike on the Topaz plant that is being used by #Russia as a base for mil…,2022-06-18 19:43:26+00:00
2205,uaddt,"Yeah Baby! WTG #UkraineFighters!

#USA Harpoon missiles destroyed a heavily-armed #Russian vessel in the #BlackSea, say #Ukraine's military

https://t.co/Up27w3WvAb #GoodRead

#SaturdayVibes dedicated to #Putin.... BANG BANG  https://t.co/hfFmz64e54 #NowPlaying #UkraineWar",2022-06-18 19:43:24+00:00
2206,don_imba,RT @raging545: VIDEO from near the Topaz plant in Russian occupied Donetsk showing Russian electronic warfare military vehicles rapidly lea…,2022-06-18 19:42:26+00:00
2207,andriiholovatyi,RT @raging545: VIDEO from near the Topaz plant in Russian occupied Donetsk showing Russian electronic warfare military vehicles rapidly lea…,2022-06-18 19:42:15+00:00
2208,JamesL247893,RT @raging545: VIDEO from Russian occupied Donetsk of a Ukrainian strike on the Topaz plant that is being used by #Russia as a base for mil…,2022-06-18 19:41:57+00:00
2209,JamesL247893,RT @raging545: VIDEO from near the Topaz plant in Russian occupied Donetsk showing Russian electronic warfare military vehicles rapidly lea…,2022-06-18 19:41:55+00:00
2210,sidsidsidsid10,RT @MJMezzAuthor: @ThomasVLinge #Putin is a monster!! @UN why is #Russia still a member?!? #StandWithUkraine️ #PutinWarCriminal #PutinsWarC…,2022-06-18 19:41:39+00:00
2211,raging545,VIDEO from near the Topaz plant in Russian occupied Donetsk showing Russian electronic warfare military vehicles rapidly leaving the base after the Ukrainian strike.  #Putin #Putinswar #UkraineUnderAttack #Ukraine https://t.co/G2HTTmz1GR,2022-06-18 19:41:14+00:00
2212,uglymac69,"RT @RitaCosby: Tonight on @77WABCradio: Stunning new #border numbers as illegal crossings hit an all-time high. Plus, three Americans are n…",2022-06-18 19:40:48+00:00
2213,Mariusz_Wegrzyn,"@EmmanuelMacron #Putin=#Hitler 
There will be no return of the #USSR! 
There will be the disintegration of #NaziRussia! 
""Let's not be afraid!"" @POTUS said, quoting JPII. #COFOE #ResetEU 
What does it mean for us: 27🇪🇺today?+Tommorow: #Balkans #Ukraine #Belarus #Georgia?
 https://t.co/HAWMeg2qVv",2022-06-18 19:40:35+00:00
2214,DanilDa44542939,"Ex-president of #Russia has once again humiliated the European leaders, and that is permitted to the wild east. If you're afraid, give the weapons to #Ukraine. Let it not allow us to be humiliated.
#Putin #Medvedev #ArmUkraine #RussiaWarCrimes  #RussiaUkraineWar #StopRussia https://t.co/SXCO44YfEj",2022-06-18 19:38:55+00:00
2215,Deerhurst14,RT @SimonFoxWriter: I get the impression that the #EU national leaders (with just a few exceptions) wouldn't actually be too bothered if #P…,2022-06-18 19:38:19+00:00
2216,raging545,VIDEO from Russian occupied Donetsk of a Ukrainian strike on the Topaz plant that is being used by #Russia as a base for military equipment  #Putin #Putinswar #UkraineUnderAttack #Ukraine https://t.co/cq647hB4qT,2022-06-18 19:36:14+00:00
2217,PatrickBraas,"RT @Tb4O2u9c7MmZPmR: Putin made it clear that we would not leave the liberated territories: “But in the end, the people themselves will dec…",2022-06-18 19:36:06+00:00
2218,kimberlee_kc,"RT @RitaCosby: Tonight on @77WABCradio: Stunning new #border numbers as illegal crossings hit an all-time high. Plus, three Americans are n…",2022-06-18 19:33:45+00:00
2219,rcris59,"RT @ResistUA: The #russians now don't admit their guilt over #putin's war in #Ukraine, for the thousands of civilians and children killed.…",2022-06-18 19:33:20+00:00
2220,tx_blessed,"RT @RitaCosby: Tonight on @77WABCradio: Stunning new #border numbers as illegal crossings hit an all-time high. Plus, three Americans are n…",2022-06-18 19:32:40+00:00
2221,PatriciaApicel3,RT @SimonFoxWriter: I get the impression that the #EU national leaders (with just a few exceptions) wouldn't actually be too bothered if #P…,2022-06-18 19:31:10+00:00
2222,feeling_europe,"RT @Matt_VanDyke: Live from Donbas in Ukraine where my organization Sons of Liberty International (SOLI) trains Ukrainians to fight, speaki…",2022-06-18 19:30:36+00:00
2223,C21fellow,"RT @Matt_VanDyke: Live from Donbas in Ukraine where my organization Sons of Liberty International (SOLI) trains Ukrainians to fight, speaki…",2022-06-18 19:28:47+00:00
2224,_Thirunarayan1,"RT @_Thirunarayan1: WATCH: Biden Bounces Back After Bike Fall During Delaware Beach Ride 
https://t.co/5f3HMkSCCI 
#Biden #NBC #MSNBC #CNBC…",2022-06-18 19:26:16+00:00
2225,_Thirunarayan1,"RT @_Thirunarayan1: Kabul Gunmen Kill Two People In Attack On Sikh Temple 
https://t.co/VdB2rUBDzB 
#Biden #NBC #MSNBC #CNBC #India #CNN #W…",2022-06-18 19:25:59+00:00
2226,nicolas_pott,RT @UA_struggle: Before and after. For you to understand the scale of destruction in #Ukraine. #Russia is simply wiping a European country…,2022-06-18 19:25:15+00:00
2227,h_volkhammer,"RT @charlesadler: Worldwide inflation is so much about Oil's impact on the global economy. By the way, Crude Oil was at $90 before #Putin's…",2022-06-18 19:25:12+00:00
2228,JamesL247893,RT @raging545: VIDEO of another trainload of T-80 as well as T-62 tanks  from Siberia now heading to Ukraine. #Russia is now apparently pul…,2022-06-18 19:24:51+00:00
2229,_Thirunarayan1,"Analysis: Steph Curry's 2022 NBA title puts him on basketball's Mt. Rushmore https://t.co/xiXJDy4zp2
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-18 19:24:42+00:00
2230,_Thirunarayan1,"Two bodies recovered, 10 people rescued after boat collision in Florida's Biscayne Bay https://t.co/RomDAdevwS
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-18 19:24:42+00:00
2231,_Thirunarayan1,"The FDA has authorized Covid-19 vaccines for children under 5. What should parents know? https://t.co/n3W38Ixmr8
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-18 19:24:42+00:00
2232,Bob74794984,"RT @Tb4O2u9c7MmZPmR: Putin made it clear that we would not leave the liberated territories: “But in the end, the people themselves will dec…",2022-06-18 19:24:38+00:00
2233,Penyrheolgerrig,"@Independent #Putin’s attack and rape, looting and murder in #Ukraine puts him on the wrong side of history and the wrong side of freedom.",2022-06-18 19:24:21+00:00
2234,abebut,RT @raging545: VIDEO of another trainload of T-80 as well as T-62 tanks  from Siberia now heading to Ukraine. #Russia is now apparently pul…,2022-06-18 19:24:15+00:00
2235,raging545,VIDEO of another trainload of T-80 as well as T-62 tanks  from Siberia now heading to Ukraine. #Russia is now apparently pulling out all their Soviet era tanks that were in storage for its #Ukraine invasion.  #Putin #Putinswar #UkraineUnderAttack https://t.co/8IopNg301D,2022-06-18 19:22:56+00:00
2236,MRHYPERPCS,"RT @HansGutbrod: “We are the biggest patriots”, say the Russian protesters against the war in #Ukraine &amp; Kremlin dictatorship in central #T…",2022-06-18 19:22:35+00:00
2237,NoMoreBooks,"RT @charlesadler: Worldwide inflation is so much about Oil's impact on the global economy. By the way, Crude Oil was at $90 before #Putin's…",2022-06-18 19:21:28+00:00
2238,Wim04789402,"RT @Tb4O2u9c7MmZPmR: Putin made it clear that we would not leave the liberated territories: “But in the end, the people themselves will dec…",2022-06-18 19:20:42+00:00
2239,marciobelavista,"RT @SharleenLittle4: Putin deliberately provokes hunger in the world!
Moscow, by blocking Ukrainian ports, is striving for global destabili…",2022-06-18 19:18:51+00:00
2240,Eco1stArt,RT @Joeanthony_nyc: #Hope #USA #VoteBlue #Inflation it will get better #gasprices #ClimateAction #Democracy sacrifices #Ukraine a #WarCrime…,2022-06-18 19:18:47+00:00
2241,kk131066,"RT @kk131066: https://t.co/X6JLy4ZAzb

CNN: #Putin's current dilemma was JFK's worst fear https://t.co/vMFpbdOWpF

Putin is doing what JFK…",2022-06-18 19:17:15+00:00
2242,Sot_kw,"#حسن_جوهر #احمد_السعدون #اعتصام_نواب_الأمة #اعتصام_الدواوين Selena Gomez behind Jimmy Kimmel
Drake #Pence 
#BTS #TikTok
#JohnnyDepp #AmberHeard
#jungkook
#Kiev
#Zelensky
#Ukraine #Russia #Putin
#Biden #Germany
 Saudi Arabia
Elon Musk #Trump
#Bitcoin  #btc
 https://t.co/oBDQ1Vsm81",2022-06-18 19:16:51+00:00
2243,spacema09104056,"RT @Tb4O2u9c7MmZPmR: Putin made it clear that we would not leave the liberated territories: “But in the end, the people themselves will dec…",2022-06-18 19:16:17+00:00
2244,Boduoghnat,"RT @Tb4O2u9c7MmZPmR: Putin made it clear that we would not leave the liberated territories: “But in the end, the people themselves will dec…",2022-06-18 19:16:03+00:00
2245,shibuya_soujiro,"RT @ignis_fatum: 🛑🛑🛑The explosions in the Dnipro region 
#Ukraine #russia #putin https://t.co/AFgoKShQ70",2022-06-18 19:15:45+00:00
2246,Joeanthony_nyc,#Hope #USA #VoteBlue #Inflation it will get better #gasprices #ClimateAction #Democracy sacrifices #Ukraine a #WarCrime site by dangerous nostalgic potentially DeathWish dictator #Putin seen gripping a table with veins bulging as illness rumors mount https://t.co/OUlVJwfh7C,2022-06-18 19:15:09+00:00
2247,TimInHonolulu,RT @raging545: VIDEO of Russian BMPT Terminators on the road heading towards Severodonetsk today. A lot has been promoted about these by Ru…,2022-06-18 19:14:24+00:00
2248,MadisSarglepp,"RT @raging545: IMAGE of Mi-17 helicopters at Davis-Monthan Air Force Base in the US, that were to be sent to #Afghanistan now being ready f…",2022-06-18 19:14:20+00:00
2249,5rt67,"RT @_Thirunarayan1: Kabul Gunmen Kill Two People In Attack On Sikh Temple 
https://t.co/VdB2rUBDzB 
#Biden #NBC #MSNBC #CNBC #India #CNN #W…",2022-06-18 19:14:00+00:00
2250,5rt67,"RT @_Thirunarayan1: Arizona House speaker, who resisted Trump pressure campaign, testifying at January 6 hearing Tuesday https://t.co/PCzdc…",2022-06-18 19:14:00+00:00
2251,5rt67,"RT @_Thirunarayan1: Naomi Osaka withdraws from Wimbledon due to Achilles injury https://t.co/YDUmZYtpuZ
#Biden #CNN #India #World #saudi #t…",2022-06-18 19:13:59+00:00
2252,yasusukiyo,RT @Diplomacy140: More from @nataliabugayova's interview with @BBCWorld: “#Putin’s goal of conquering #Ukraine has not changed and is unlik…,2022-06-18 19:13:22+00:00
2253,JanetteD,"RT @HerryNapit: Russia - Ukraine war: The world is watching the leaders of China, India, Germany, France, Austria, Hungary and Serbia who d…",2022-06-18 19:12:24+00:00
2254,JamesL247893,"RT @raging545: IMAGE of Mi-17 helicopters at Davis-Monthan Air Force Base in the US, that were to be sent to #Afghanistan now being ready f…",2022-06-18 19:12:10+00:00
2255,_Thirunarayan1,"Kabul Gunmen Kill Two People In Attack On Sikh Temple 
https://t.co/VdB2rUBDzB 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-18 19:09:49+00:00
2256,kk131066,"RT @kk131066: https://t.co/3XehTEBG9H

FP: Observers worry that #Bide is forcing #Putin into a corner https://t.co/Q8uGTHTuvj

In other wor…",2022-06-18 19:08:49+00:00
2257,raging545,"IMAGE of Mi-17 helicopters at Davis-Monthan Air Force Base in the US, that were to be sent to #Afghanistan now being ready for shipment in #Ukraine.   #Putin #Russia #UkraineUnderAttack #PutinsWar https://t.co/f77GzXdjY5 https://t.co/piavDHNlrp",2022-06-18 19:08:48+00:00
2258,STOCKMASTERJAY,RT @STOCKMASTERJAY: #russia #oil #gas #diamonds #bonds #ukraine #TEXAS  #OPEC #PUTIN #LETSGOBRANDON #AMERICA NEEDS TO PUMP DIG REFINE NOW !…,2022-06-18 19:08:47+00:00
2259,Sot_kw,"#احمد_السعدون #حسن_جوهر #ساحة_الإرادة #اعتصام_نواب_الأمة #اعتصام_الدواوين #اعتصام_بيت_الامة Selena Gomez behind Jimmy Kimmel
Drake
#الحج #Pence 
#BTS #TikTo
#jungkook
#Kiev
#Zelensky
#Ukraine #Russia #Putin
#Biden #Germany
 Saudi Arabia 
#Trump
#America
 https://t.co/FeW0cFtRkd",2022-06-18 19:08:22+00:00
2260,Emily78655986,"Putin lambasts the West and declares the end of 'the era of the unipolar world'!
#Putin #Russia #Ukraine #UkraineRussia #RussiaUkraineWar #Unipolar https://t.co/HSw7ncNmmj",2022-06-18 19:07:07+00:00
2261,HelenFogarassy,@ManStryd @xtinexoop We need some cross-Pond cultural exchange. #You guys demand accountability for ignored questionnaires about a party. We can't even get our guys to honor Congress subpoenas over an attempted coup. Can you send training crew after you're done helping #Ukraine oust #Putin? SOS.,2022-06-18 19:06:13+00:00
2262,HentesLaszlo,"RT @SzVeronika8006: 🇭🇺🤍🇷🇺
According to Vladimir #Putin, #Ukraine has heavily discriminated not only against the Russian population, but als…",2022-06-18 19:04:33+00:00
2263,EdgarSanchez,"@Klaus_Roehl @ArmchairW @NieblaGuerra As they say: one person's terrorist is another person's hero. Anyway, I agree with you that #Putin's army has invaded and is occupying #Ukraine's territory.",2022-06-18 19:01:38+00:00
2264,SptsGuy1,"#Russia #war Links to RUSSIA'S CONTINUING WAR #Putin #Ukraine #Zelenskyy #battle_tanks
https://t.co/ZNpzu53I3w
https://t.co/8iFyJ7RVac",2022-06-18 19:00:23+00:00
2265,Dav1dJacksonuk,"#UkraineRussiaWar
#Ukraine
#Putin
#skynews
@BorisJohnson
@SkyNews
@KremlinRussia_E
@POTUS
@BBCNews
Are these the truths that you don't want people to see in the west?
Do you think that the british public are stupid and dont know anything?
God help you 🙏 
https://t.co/25y2pQo3R1",2022-06-18 18:59:53+00:00
2266,JamesL247893,RT @raging545: VIDEO of Russian BMPT Terminators on the road heading towards Severodonetsk today. A lot has been promoted about these by Ru…,2022-06-18 18:59:52+00:00
2267,raging545,VIDEO of Russian BMPT Terminators on the road heading towards Severodonetsk today. A lot has been promoted about these by Russia but there has not been seen in any major action &amp; may just be a PR campaign. #Ukraine #Russia #Putin #Putinswar #UkraineUnderAttack #UkraineRussiaWar https://t.co/A06AQ5QPiA,2022-06-18 18:58:45+00:00
2268,Sot_kw,"#احمد_السعدون #حسن_جوهر #اعتصام_نواب_الأمة #اعتصام_الدواوين #ساحة_الإرادة #سأحضر_اعتصام_الدواوين 
#النصر #مجلس_الأمة #LISA #ARRESTED #tyt2022 #Spotify 
#Biden #Russia #Macron #France Britain NATO #Putin #Trump  
#드림콘서트 #Drake
#Russia #Ukraine #Corona
 https://t.co/nj9BYF4MjY",2022-06-18 18:58:33+00:00
2269,serenahrm,"@nexta_tv In the photo #Popasna, #Moshchun, #Mariupol and #Sevrodonetsk. 
#Ukraine #Stalingrad #Putin  https://t.co/mSfEMcRWjH",2022-06-18 18:58:28+00:00
2270,VivianLeal123,RT @DavidLeopold: Reminding @Pontifex that #NATO is a purely defensive alliance; that its existence did not in any way “provoke”#Russia’s m…,2022-06-18 18:57:59+00:00
2271,TarasSh77367769,"RT @O_Ostapchuk: During the #RussianUkrainianWar #Putin with assistance of children's ombudsman Lvova-Belova deportated 234,000 children. 9…",2022-06-18 18:57:59+00:00
2272,SWhalebird,"RT @C48H74O14: Happy #Pride 🤗💖🌈
#Zelensky &amp; #Macron 

#Klimakatastrophe #Maskenpflicht #WildeHORDE #Ukraine #Assange #Scholz #Putin #PrideM…",2022-06-18 18:57:11+00:00
2273,A_Woronecki,"RT @O_Ostapchuk: During the #RussianUkrainianWar #Putin with assistance of children's ombudsman Lvova-Belova deportated 234,000 children. 9…",2022-06-18 18:56:47+00:00
2274,bluepompano,RT @WarAgainstPutin: Let it be. #Putin must die. Glory to #Ukraine: https://t.co/dH831jnUbb,2022-06-18 18:54:55+00:00
2275,_Thirunarayan1,"Arizona House speaker, who resisted Trump pressure campaign, testifying at January 6 hearing Tuesday https://t.co/PCzdcUlJDS
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-18 18:54:40+00:00
2276,Eusebius64,"Does #British #PrimeMinister still thinks #Russian #President #Putin will go into the dustbin of #History? 

#News from the EIR Daily Alert: 

#German Publisher and Journalist: #Ukraine Has Lost the #War, We Need a #Peace🕊️ Plan Now!

June 17, 2022 (EIRNS)—https://t.co/nd9ewmzDlB https://t.co/6IZgr7J8mB",2022-06-18 18:51:29+00:00
2277,RonStallworth78,"RT @Matt_VanDyke: Live from Donbas in Ukraine where my organization Sons of Liberty International (SOLI) trains Ukrainians to fight, speaki…",2022-06-18 18:49:11+00:00
2278,Glengormanphot1,"RT @KingLowFii: I'm so attached to one of my past #photographs (which has not yet been sold by the way 😉), certainly today when #Putin is d…",2022-06-18 18:48:30+00:00
2279,PeterWieczor,"It is difficult to imagine a more spineless leader than Olaf Scholz and his partner Makron. Ordinary Putin Whores. The legacy of Bismarck and Hitler is still alive in German nation.
🇺🇦 🇺🇦 FREE #UKRAINE 🇺🇦 🇺🇦 
#StandWithUkraine #StopRussia #Macron #Scholz #Putin #Germany #War https://t.co/2KPp8X12Fd",2022-06-18 18:46:27+00:00
2280,5RT678,"RT @_Thirunarayan1: CDC advisers vote to recommend Covid-19 vaccines for children as young as 6 months https://t.co/wwR52AcG9I
#Biden #CNN…",2022-06-18 18:42:25+00:00
2281,5RT678,"RT @_Thirunarayan1: Naomi Osaka withdraws from Wimbledon due to Achilles injury https://t.co/YDUmZYtpuZ
#Biden #CNN #India #World #saudi #t…",2022-06-18 18:42:25+00:00
2282,5RT678,"RT @_Thirunarayan1: VHS copy of 'Back to the Future' sells for $75,000, setting a new auction record https://t.co/9OvtkuZpaP
#Biden #CNN #I…",2022-06-18 18:42:25+00:00
2283,HasnainAkhtar99,"World will never forget
#USA #NATO #UK are branches of a single tree &amp; its fall is must at any cost for the world peace!
This is the reason, I support #Russia &amp; #Putin's #Ukraine conflict. https://t.co/wdOgwJftEK",2022-06-18 18:42:09+00:00
2284,benvandenakker1,"RT @Matt_VanDyke: A riddle I heard here in Ukraine:

A Russian rifleman, tanker, and pilot are returning from the frontline.

Who is drivin…",2022-06-18 18:41:35+00:00
2285,inertiabuttocks,"RT @madameshawshank: Kirill, the Patriarch of the Russian Church with #Putin. 

Has he ever had a word with him about the sadism, the carna…",2022-06-18 18:39:23+00:00
2286,upshotme,https://t.co/lUEQbnbqAQ Sharing Views.19 #Ukraine #Russia #StandWithUkraine️ #OpRussia #UkraineKrieg #UkraineWar #RussianUkrainianWar #Zelenskyy #StopPutinNOW #StopPutin #StPetersburg #IStandWithPutin #istandwithrussia #Putin,2022-06-18 18:39:16+00:00
2287,MeJasbir,"RT @salah_shoaib: #HunterBiden secrets exposed
https://t.co/oZq9tORhpt
#Putin #Russia #Ukraine #Ukrainian #sanctions #Biden #BidenIsAFailur…",2022-06-18 18:38:33+00:00
2288,Rap_Thesaurus,RT @UnlimitedCursor:  Peace Art #Ukraine #warukraine #Putin #Ad #NATO #UkraineRussia #Marvel #C #streamteamlilkiiwi #Biden #Belarus #news…,2022-06-18 18:38:30+00:00
2289,UnarmedBlackMen,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:23+00:00
2290,SharonKyle00,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:20+00:00
2291,LeftCoastForum,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:15+00:00
2292,LAProgressive,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:12+00:00
2293,laprogessive,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:08+00:00
2294,hollywoodprogre,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:04+00:00
2295,DickandSharon,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:38:01+00:00
2296,ato_tours,"Just to be clear, we @ato_tours stand with Ukraine! Go fuck yourself Putin, you bastard! 

#Ukraine #Putin #DroppedDead",2022-06-18 18:34:52+00:00
2297,__Dissacrante__,"RT @Matt_VanDyke: Live from Donbas in Ukraine where my organization Sons of Liberty International (SOLI) trains Ukrainians to fight, speaki…",2022-06-18 18:34:15+00:00
2298,buk113,"RT @Matt_VanDyke: A riddle I heard here in Ukraine:

A Russian rifleman, tanker, and pilot are returning from the frontline.

Who is drivin…",2022-06-18 18:32:42+00:00
2299,DiscourseDr,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:32:17+00:00
2300,ifyesthenwhy,"RT @Matt_VanDyke: Live from Donbas in Ukraine where my organization Sons of Liberty International (SOLI) trains Ukrainians to fight, speaki…",2022-06-18 18:29:19+00:00
2301,nikkor_f64,"RT @charlesadler: Worldwide inflation is so much about Oil's impact on the global economy. By the way, Crude Oil was at $90 before #Putin's…",2022-06-18 18:29:04+00:00
2302,AmandalikesRick,"Don't Let #Putin Come to G20 Leaders Meeting!!! Why that Evil Psychopath has been invited is way beyond Humanity &amp; Common Sense!!!! He's Not a Leader, He's a Destroyer!!! Please Sign &amp; RT this #Petition 🌍 Thank You ❤️ 
https://t.co/R6RMwQOJ7Z via @UKChange #G20 #Russia #Ukraine",2022-06-18 18:26:36+00:00
2303,billm9,"RT @DickandSharon: How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can…",2022-06-18 18:26:33+00:00
2304,DickandSharon,"How Should the USA Support Ukraine? • https://t.co/MgbpPmjlHA

Peace and an end to the nightmarish Ukrainian horrors can only come when the Ukrainian government and Putin agree to negotiate. #ukraine #putin #valensky https://t.co/U2R53QjY1W",2022-06-18 18:25:51+00:00
2305,SpecGhost,"RT @SpecGhost: #Ukraine will soon have more
Russian military equipment
than #Russia... #PutinAtWar 
#StandWithUkraine #Putin https://t.co/B…",2022-06-18 18:25:06+00:00
2306,_Thirunarayan1,"Naomi Osaka withdraws from Wimbledon due to Achilles injury https://t.co/YDUmZYtpuZ
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-18 18:24:40+00:00
