,user,Tweet,Time
21,Odessa_Novosti,"📺 Ключове європейське рішення очікуємо надвечір. Звернення Президента 22.06.2022 (версія з сурдо) → https://t.co/44UEHDmkev 

Офіс Президента України
#Ukraine #Україна #Украина 🇺🇦
#stopPutin #stopRussia #war criminal #Putin  #AcceptUkraineInNATO #russianukrai…",2022-06-23 09:36:31+00:00
22,Babajaga64,"RT @wolff_ernst: #Habeck:""#Putin setzt #Energie als #Waffe ein."" Er befürchtet schlimme Folgen für #Herbst &amp; #Winter und gehört dabei einer…",2022-06-23 09:35:39+00:00
23,MB88678207,"RT @marctailer3: Dass #Putin in Russland demokratisch, respektive von den Zustimmungswerten her, breiter im Volk abgestimmt ist als etwa #M…",2022-06-23 09:34:55+00:00
24,Schnauzevoll61,"RT @wolff_ernst: Der #ukrainische #Botschafter #Andriij #Melnyk zum #Spiegel: ""#Putin ist wie eine Symbiose aus #Hitler &amp; #Stalin.""
In mein…",2022-06-23 09:34:46+00:00
25,Babajaga64,"RT @wolff_ernst: Wer meint, dass wir keinen 3.#Weltkrieg befürchten müssen, sollte sich die 44 #Eskalationsstufen von Herman #Kahn, dem wic…",2022-06-23 09:34:28+00:00
26,pietakmp,RT @carolmswain: #Putin invaded #Ukraine that’s President Biden’s excuse for having wrecked the nation’s economy and it standing in the wor…,2022-06-23 09:33:56+00:00
27,Karsten_Heyde,"Was viele #Putin-Versteher nicht wahrhaben wollen, #Russland hat uns längst den #Krieg erklärt. Nicht so grausam wie der Vernichtungskrieg gegen die #Ukraine, aber mit dem gleichen Ziel: Die Zerstörung der #Demokratie.  https://t.co/LihvFK6gVb",2022-06-23 09:33:28+00:00
28,peyamakurd,"Ukrayna: Rusya’nın gözaltına aldığı siviller geri verildi

https://t.co/Zzcx44Fenb

#ukrayna #rusya #Ukraine #UkraineRussianWar #Rusya #RussiaUkraineWar #Vereşuk #sivil #Putin https://t.co/GTK42151an",2022-06-23 09:33:05+00:00
29,gplaucio,RT @raging545: VIDEO from Severodonestk of Russian soldiers captured  after surrendering. There are some claims by captured Russian soldier…,2022-06-23 09:32:32+00:00
30,Enrico71767783,"RT @2021Reinvictus: @EkaterinaVA8 Esempi di ""liberazione"" ruSSa.
Bastardi assassini

#Zelensky #Russia #Putin #Wagner #Ukraine #Salvini #Pu…",2022-06-23 09:32:27+00:00
31,Pere_Mirall,"RT @wolff_ernst: Wer meint, dass wir keinen 3.#Weltkrieg befürchten müssen, sollte sich die 44 #Eskalationsstufen von Herman #Kahn, dem wic…",2022-06-23 09:31:55+00:00
32,HansSchella,"RT @wolff_ernst: Der #ukrainische #Botschafter #Andriij #Melnyk zum #Spiegel: ""#Putin ist wie eine Symbiose aus #Hitler &amp; #Stalin.""
In mein…",2022-06-23 09:31:42+00:00
33,AjBaalman,"RT @Ewe_Paz_HeT: Criminals are always cynical, mocking, smiling and satisfied with their misdeeds. The day they hang on a rope, their pride…",2022-06-23 09:31:20+00:00
34,gplaucio,RT @kiraincongress: We need to make sure that we just take #russian money from all over the world where we can find it and send it to #Ukra…,2022-06-23 09:30:57+00:00
35,gplaucio,"RT @Ewe_Paz_HeT: Criminals are always cynical, mocking, smiling and satisfied with their misdeeds. The day they hang on a rope, their pride…",2022-06-23 09:30:47+00:00
36,ActionTime,RT @ActionTime: #RussianLosses Are HUGE: #Russian momentum in #Ukraine Could SLOW as #Russia Exhausts Resources #StopPutinNow #PutinsWarCri…,2022-06-23 09:30:36+00:00
37,billybirdau,@smudge_green It was #Putin who caused this....if he hadn't invaded #Ukraine this definitely wouldn't have happened....,2022-06-23 09:30:21+00:00
38,gplaucio,RT @ActionTime: #RussianLosses Are HUGE: #Russian momentum in #Ukraine Could SLOW as #Russia Exhausts Resources #StopPutinNow #PutinsWarCri…,2022-06-23 09:29:57+00:00
39,3rd_stone_f_sun,"#Ukraine #UkraineWar #Putin #Habek 

Dem ist nichts hinzuzufügen... 👍 https://t.co/Avp3B2k3gc",2022-06-23 09:29:39+00:00
40,Ewe_Paz_HeT,"Criminals are always cynical, mocking, smiling and satisfied with their misdeeds. The day they hang on a rope, their pride disappears. Just before, during and after. Definitively. The rope is ready and even adapted to the size of a dwarf.
#Ukraine #UkraineWar #Putin",2022-06-23 09:29:22+00:00
41,TypMitKatze,"RT @marctailer3: Dass #Putin in Russland demokratisch, respektive von den Zustimmungswerten her, breiter im Volk abgestimmt ist als etwa #M…",2022-06-23 09:28:36+00:00
42,BubuH1974,"RT @wolff_ernst: Der #ukrainische #Botschafter #Andriij #Melnyk zum #Spiegel: ""#Putin ist wie eine Symbiose aus #Hitler &amp; #Stalin.""
In mein…",2022-06-23 09:28:05+00:00
43,2021Reinvictus,"@EkaterinaVA8 Esempi di ""liberazione"" ruSSa.
Bastardi assassini

#Zelensky #Russia #Putin #Wagner #Ukraine #Salvini #PutinWarCrimes #RussianArmy #RussianWarCrimes #Mariupol #Odessa #Moskva #Azov #SlavaUkraini https://t.co/G1xKlFWrGb",2022-06-23 09:27:56+00:00
44,gplaucio,"RT @C_W_UK: 🇺🇦 #Ukraine #StandWithUkraine ✌
🇫🇮 #Finland 
#Putin 
#Russia",2022-06-23 09:27:17+00:00
45,RamitPMasti,Gas prices sting US workers who depend on their cars (from @AP) #Gasprices #Russia #Ukraine #Putin #inflation  https://t.co/uzwZqJx2C1,2022-06-23 09:27:16+00:00
46,AarnaPrakash,"Ukraine's president said today there is no shortage of words that Russia did the same on February 24 as the Nazis did on June 22

Read more: https://t.co/qN1gaAMQW3

#Russia #Putin #Zelenskyy #Ukraine #RussiaUkraineWar https://t.co/7xOcDXXNid",2022-06-23 09:26:46+00:00
47,EBuisson,"RT @marctailer3: Dass #Putin in Russland demokratisch, respektive von den Zustimmungswerten her, breiter im Volk abgestimmt ist als etwa #M…",2022-06-23 09:25:51+00:00
48,Antin1710,"@Microsoft: #Russian #Cyber #Spying Targets 42 #Ukraine Allies    
#AtrocitiesOfKremlin #War #Russia #Kremlin #Putin #closethesky   
https://t.co/fMqB3FANsB",2022-06-23 09:25:47+00:00
49,10WallStreet,RT @10WallStreet: Its Obvious #Zelenskyy is Blowing Smoke Up Asses  at #NATO. Time To Consider What #Putin Win Means in #Ukraine. Partition…,2022-06-23 09:23:14+00:00
50,Antin1710,"@Microsoft: #Russian #Cyber #Spying Targets 42 #Ukraine Allies    
#AtrocitiesOfKremlin #War #Russia #Kremlin #Putin #closethesky    
https://t.co/fMqB3FANsB",2022-06-23 09:22:12+00:00
51,C_W_UK,"🇺🇦 #Ukraine #StandWithUkraine ✌
#Putin 
#RussiaUkraineWar https://t.co/7rZps2U6iC",2022-06-23 09:21:29+00:00
52,KIAAcademYsir,"💡DAY-117 ... Stop WAR  &amp;  Make PEACE ..🕊️

#UkraineRussiaWar #NATO #Ukraine #RussianUkrainianWar #RussiaUkraine   #WARINUKRAINE #putin #Zelenskyy #UkraineUnderAttack #mariupol #Russia #India #Ukraine #Bucha #BuchaMasacre #BuchaGenocide #indianstudentsinukraine https://t.co/Olh0NwkgSM",2022-06-23 09:19:50+00:00
53,jjaranaz94,"RT @TrasElValle_OBC: ""#Alba (#crítica)"":

https://t.co/rWiGJmG3Sh

#Covid19 #Covid_19 #COVIDー19 #Putin #Ucrania #Rusia #Kiev #TerceraGuerra…",2022-06-23 09:19:18+00:00
54,jjaranaz94,"RT @TrasElValle_OBC: ""25 años de #SaberYGanar"":

https://t.co/vOBUDhohr9

#25añosSaberYGanar #Rusia #Covid #COVIDー19 #TerceraGuerraMundial…",2022-06-23 09:19:07+00:00
55,C_W_UK,"🇺🇦 #Ukraine #StandWithUkraine ✌
🇫🇮 #Finland 
#Putin 
#Russia https://t.co/oWbYKlCvlS",2022-06-23 09:18:55+00:00
56,RamitPMasti,The AP Interview: Estonian PM says don't play down Russia (from @AP) #Ukraine #Russia #Estonia #EU #Putin  https://t.co/Iu0l2gsoZj,2022-06-23 09:18:52+00:00
57,jjaranaz94,"RT @TrasElValle_OBC: ""A mis abuelos; a los cuatro"":

https://t.co/0bbJIIIywv

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Uk…",2022-06-23 09:18:45+00:00
58,jjaranaz94,"RT @jjaranaz94: ""Tenéis que ver'#You'"":

https://t.co/XMKNInbbiv

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia…",2022-06-23 09:18:40+00:00
59,jjaranaz94,"RT @TrasElValle_OBC: ""Tenéis que ver'#You'"":

https://t.co/XdyUpY20z4

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #…",2022-06-23 09:18:34+00:00
60,jjaranaz94,"RT @jjaranaz94: ""Por gilip... puertas"":

https://t.co/iUalQznpAn

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia…",2022-06-23 09:18:29+00:00
61,jjaranaz94,"RT @TrasElValle_OBC: ""Por gilip... puertas"":

https://t.co/SiJor3NP59

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #…",2022-06-23 09:18:24+00:00
62,jjaranaz94,"RT @jjaranaz94: ""Un cumpleaños diferente"":

https://t.co/pVFcJea58x

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #Ru…",2022-06-23 09:17:59+00:00
63,jjaranaz94,"RT @TrasElValle_OBC: ""Un #cumpleaños diferente"":

https://t.co/UJgfILigAt

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine…",2022-06-23 09:17:56+00:00
64,NewsPerpetual,"PPN World News - 21 June 2022 • Afghanistan earthquake • Miami plane crash • Russia vs Lithuania
https://t.co/u3aEUSWbW2
#Kaliningrad #Russia #Lithuania #Afghanistan #Uvalde #Erdogan #Ukraine #Putin #WarInUkraine #Zelenskyy #Lebanon #RedAir #PlaneCrash #aviation #UvaldeCoverUp",2022-06-23 09:17:55+00:00
65,jjaranaz94,"RT @TrasElValle_OBC: ""'PedaZitos' de vuelta (IV)"":

https://t.co/fenm0sfOzs

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukrai…",2022-06-23 09:17:47+00:00
66,jjaranaz94,"RT @TrasElValle_OBC: ""Más cerca de los 30 que de los 20"":

https://t.co/a13udDdP8A

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid…",2022-06-23 09:17:31+00:00
67,jjaranaz94,"RT @jjaranaz94: #TEVDA300:

https://t.co/IxvzNGAq3n

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #Russia #ToqueDeQue…",2022-06-23 09:17:21+00:00
68,jjaranaz94,"RT @TrasElValle_OBC: ""#TEVDA300"":

https://t.co/zwwtHWbaTN

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia #Toque…",2022-06-23 09:17:16+00:00
69,jjaranaz94,"RT @jjaranaz94: ""25 años de 'Saber y ganar'"":

https://t.co/bQrSJsjgw1

#Paaaporte #Rusia #Covid #COVIDー19 #Contagios #Positivos #Ayuso #Ca…",2022-06-23 09:15:56+00:00
70,jjaranaz94,"RT @jjaranaz94: ""Desde #LaPalma hasta #Ucrania"":

https://t.co/SBVRTIxK0Q

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine…",2022-06-23 09:15:49+00:00
71,jjaranaz94,"RT @jjaranaz94: Más cerca de los 30 que de los 20:

https://t.co/UrjpdXg93l

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukr…",2022-06-23 09:15:46+00:00
72,jjaranaz94,"RT @jjaranaz94: ""'PedaZitos' de vuelta (IV)"":

https://t.co/l2NjfU2QKa

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine…",2022-06-23 09:15:29+00:00
73,jjaranaz94,"RT @TrasElValle_OBC: ""No me da la vida"":

https://t.co/SNhgXcdYj7

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia…",2022-06-23 09:14:46+00:00
74,michaelGr50,"RT @sabi_ri: ich habe mich entschlossen, diesen thread zu schützen-aus gründen_
ich habe keine lust mit #putintroll|en - dazu zähle ich auc…",2022-06-23 09:14:23+00:00
75,AaUkraine,"#LiveTracking

Over #Russia

#Russia Air Force Ilyushin Il-62MK flying into #Moscow

#Russian Special Flight Squadron
- Tupolev Tu-214
- Dassault Falcon 7X
- Ilyushin Il-96-300PU used to transport #Putin / #Medvedev now off radar

#Ukraine #UkraineRussiaWar #NATO #AirForce #OSINT https://t.co/ZieBbVIrmR",2022-06-23 09:13:50+00:00
76,rgnaptr,"RT @HerryNapit: Dictator Putin’s Afghanistan: The Russian army seems trapped in Ukraine, sacrificing minorities👎

Read the thread,👇Hey worl…",2022-06-23 09:12:56+00:00
77,Kiaak80,"RT @HerryNapit: Russia's Black Sea blockade halts grain exports from Ukraine.

Lithuania Blockades Kaliningrad.

What's next, #Putin🐷?

Any…",2022-06-23 09:12:17+00:00
78,savannaSeKinner,"RT @MathiasMarkert: So, jetzt wird es hart für all die #Ukraine Freunde. Was die Aufgabe von #Scholz, #Habeck, #Baerbock und Co. im Rahmen…",2022-06-23 09:12:13+00:00
79,Odessa_Novosti,"📺 AI-generated ENG translation of Mr. Zelensky's speech at the opening of the ISPI Global Policy Forum → https://t.co/NQXP9voEXP 

Офіс Президента України
#Ukraine #Україна #Украина 🇺🇦
#stopPutin #stopRussia #war criminal #Putin  #AcceptUkraineInNATO #russian…",2022-06-23 09:11:20+00:00
80,RudiGinkel,"@vrtnws Waarom laat de @UN ook dit gewoon gebeuren? Ik dacht dat deze organisatie tijdens #WW2 was opgericht om de mensheid tegen onrechtvaardigheden te beschermen. #Ukraine, #Putin, #Myanmar  tonen aan dat het een machteloze troep is.",2022-06-23 09:10:55+00:00
81,ArseneObserver,"Qui est le clown ? La question dont la réponse tourne en boucle…
#guerre
#guerreRussieUkraine 
#ukraine
#russia
#war
#peace
#warend
#arseneobserver
#Zelensky 
#poutine
#putin
#clown https://t.co/gSMUu2hNHP",2022-06-23 09:09:03+00:00
82,2021Reinvictus,"@fanpage Spesso queste manifestazioni isteriche sono frutto della mancanza di appagamento nella sfera sessuale...

#Zelensky #Russia #Putin #Wagner #Ukraine #Salvini #PutinWarCrimes #RussianArmy #RussianWarCrimes #Mariupol #Odessa #Moskva #Azov #SlavaUkraini",2022-06-23 09:08:28+00:00
83,bundestag_tweet,RT @fdp_hessel: Die #Ukraine braucht unsere dauerhafte materielle aber auch politische Unterstützung gegen #Putin &amp; seinen Vernichtungskrie…,2022-06-23 09:06:16+00:00
84,RainerRogge,"RT @Graf_Anarcho: Tag 120 des Angriffskrieges gegen die #Ukraine 🇺🇦 
#Putin ist ein Kriegsverbrecher!

👇
#Путин - военный преступник! 
Puti…",2022-06-23 09:03:48+00:00
85,engel50wesen,"RT @wolff_ernst: Der #ukrainische #Botschafter #Andriij #Melnyk zum #Spiegel: ""#Putin ist wie eine Symbiose aus #Hitler &amp; #Stalin.""
In mein…",2022-06-23 09:02:04+00:00
86,ierodidaskalos,"RT @KYTKYTKYTKYTKYT: Και για άλλη μια φορά επιβεβαιώνεται ότι δεν υπάρχει Ναζισμός στην Ουκρανία...

#Ουκρανια #Πουτιν #putin #Rusia #Ukrai…",2022-06-23 09:00:49+00:00
87,JerryStreitz,"RT @WarAgainstPutin: Russian orcs dismantled and stole the biggest solar power station in #Ukraine, Tokmak Solar Energy. This is what Russi…",2022-06-23 09:00:38+00:00
88,indian_ukraine,"RT @KIAAcademYsir: 💡DAY-116 ... Stop WAR  &amp;  Make PEACE ..🕊️

#UkraineRussiaWar #NATO #Ukraine #RussianUkrainianWar #RussiaUkraine   #WARIN…",2022-06-23 09:00:32+00:00
89,VMdesignblogg,"RT @KYTKYTKYTKYTKYT: Και για άλλη μια φορά επιβεβαιώνεται ότι δεν υπάρχει Ναζισμός στην Ουκρανία...

#Ουκρανια #Πουτιν #putin #Rusia #Ukrai…",2022-06-23 09:00:20+00:00
90,ulrich19713587,"RT @wolff_ernst: #Habeck:""#Putin setzt #Energie als #Waffe ein."" Er befürchtet schlimme Folgen für #Herbst &amp; #Winter und gehört dabei einer…",2022-06-23 08:59:55+00:00
91,V_Faltus,"RT @MarcBach94: Wenn wir einen #Atomkrieg in Europa haben ist es völlig egal, ob ihn #Putin begonnen hat. Es gilt diesen Krieg zu verhinder…",2022-06-23 08:59:49+00:00
92,surser4855,"RT @SharleenLittle4: Putin deliberately provokes hunger in the world!
Moscow, by blocking Ukrainian ports, is striving for global destabili…",2022-06-23 08:59:24+00:00
93,GainMoneyFaster,"RT @GainMoneyFaster: SMART PASSIVE INCOME
Secret tip for money lovers

https://t.co/CLU7gXSmt1

#passive #income #money  #internet #euro #d…",2022-06-23 08:59:24+00:00
94,PamelaWarnstadt,"RT @PamelaWarnstadt: SMART PASSIVE EARNINGS

https://t.co/Kuctf3zAir

#passive #income #money #earn #internet #euro #dollar #stock #exchang…",2022-06-23 08:58:49+00:00
95,satyadaypost,"Russia Ukraine War: 'દિલ્હી'થી નાના દેશે પુતિનને આંખો બતાવી ત્યારે રશિયાએ કહ્યું- આવું દર્દ આપશે...

#Russia #Ukraine #War #Putin https://t.co/0ZBT7r7piP",2022-06-23 08:57:34+00:00
96,GlobalObserve10,"2️⃣ #Putin May #Win in #Ukraine, But the Real War Is Just Starting, Bloomberg, 19 June 2022",2022-06-23 08:56:37+00:00
97,jd_19573011,RT @kiraincongress: We need to make sure that we just take #russian money from all over the world where we can find it and send it to #Ukra…,2022-06-23 08:55:49+00:00
98,pilgerpetrus,"RT @wolff_ernst: Der #ukrainische #Botschafter #Andriij #Melnyk zum #Spiegel: ""#Putin ist wie eine Symbiose aus #Hitler &amp; #Stalin.""
In mein…",2022-06-23 08:55:14+00:00
99,freeriide,"Die #Sanktionen wirken. Sie zwingen Deutschland langsam in die Knie. #Gasversorgung #Gaslieferungen
#Putin
#Russland #Ukraine #Krieg",2022-06-23 08:55:02+00:00
100,tameryazar,"In the darkness of war they are also there...
-
A #Ukrainian service member with a dog observes in the industrial area of the city of #Sievierodonetsk, as #Russia's attack on #Ukraine continues. #Kyiv #Russia #Moscow #Zelensky #Putin @peta @MercyForAnimals https://t.co/X9MMAM5mpM",2022-06-23 08:53:04+00:00
101,KIAAcademYsir,"💡DAY-116 ... Stop WAR  &amp;  Make PEACE ..🕊️

#UkraineRussiaWar #NATO #Ukraine #RussianUkrainianWar #RussiaUkraine   #WARINUKRAINE #putin #Zelenskyy #UkraineUnderAttack #mariupol #Russia #India #Ukraine #Bucha #BuchaMasacre #BuchaGenocide #indianstudentsinukraine https://t.co/vHQrngIdXk",2022-06-23 08:52:37+00:00
102,onesimohere,"Of course, we should not expect justice or compassion from #Putin ""Aiden Aslin: #Ukraine Briton told execution will go ahead @BBCNews - https://t.co/8cPR5IH94j",2022-06-23 08:52:33+00:00
103,KDSmet,"🚴
🚌
🚓
🤕
🤡
🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥

#JayPowell #Inflation #JoeBiden #Putin #PutinPriceHike #Ukraine #UkraineRussiaWar #Powel #Desinformation #JenPsaki https://t.co/gDWvtJqaZF",2022-06-23 08:51:44+00:00
104,Chourasiajyoti1,"#BRICS
#XiJinping during #BricsSummit said, the #conflict in #Ukraine has “sounded an alarm for humanity,"" but proposed no solutions

जिनपिंग ने बुधवार को कहा- ब्रिक्स सम्मेलन तब हो रहा है जब रूसी सैनिक लगातार यूक्रेन पर हमला कर रहे हैं- #reports
#Putin #RussiaUkraineWar #Russia",2022-06-23 08:51:31+00:00
105,tameryazar,"Local residents wait to receive humanitarian aid in front of a residential building that was damaged during the Russian attack, in #Borodyanka, #Kyiv region, #Ukraine ! #Russia #Moscow #Zelensky #Putin https://t.co/X8OU9olxUz",2022-06-23 08:50:37+00:00
106,caliophe20,"RT @anews: Parents in #Mariupol, #Ukraine are struggling to find the words to explain to their children why Ukraine is being attacked. 

#c…",2022-06-23 08:50:23+00:00
107,TonyKen69354734,"To every fool that thinks our Political Class suddenly reacted to #Putin's ""unprecedented aggression"", think again.

Adam #Schiff justified impeachment because #Trump was an obstacle to our proxy war w/ #Russia. The ""bad phone call"" served as a cover.

#Ukraine #Russians #war https://t.co/VHqBN8JC8g",2022-06-23 08:48:39+00:00
108,sabi_ri,"ich habe mich entschlossen, diesen thread zu schützen-aus gründen_
ich habe keine lust mit #putintroll|en - dazu zähle ich auch #NoAfD-trolle - zu diskutieren, dass 1+1=2 im dezimalsystem.
einzig #putin hat die schuld an dem #völkermord in der #ukraine &amp; der #alarmstufe.",2022-06-23 08:47:51+00:00
109,ANiklaus4,"@dpa_live @dpa @pznews Sicherlich muss der Einmarsch der russischen Truppen gestoppt werden, das müssen jedoch ukrainisch und russische Arbeiter umsetzen um dann die #NATO, bzw seinen Ableger #Zelenskij und #Putin abzuurteilen. Währendessen in der #Ukraine https://t.co/bs01M9XmK0",2022-06-23 08:44:37+00:00
110,RausMatrix,RT @hechtwanderer: Wenn ich König von 🇩🇪 wäre: würde ich mit Hr #Putin und Hr #Biden Gespräche führen. #Nordstream2 Aktivierung und #USA dü…,2022-06-23 08:44:36+00:00
111,TheAccountantUK,RT @UxbEconomist07: Quick reminder of US #Inflation path approaching #Ukraine War. Some r asking why Joe #Biden is a able to blame #Putin &amp;…,2022-06-23 08:44:35+00:00
112,rahan_e,"RT @rahan_e: La #Russie c'est aussi une séries de défaites militaires : #Guerre russo-japonaise, première guerre mondiale, Afghanistan, la…",2022-06-23 08:44:00+00:00
113,Bernd_Schulyok,"#RussiaUkraineWar
#Österreich #Gas-Lieferungen aus #Russland
Klar, kein Problem. Bei 80% Abhängigkeit von #Russland zahlen wir brav weiter € 600 Mill/ Monat in #Putin|s #Kriegskassa
Verfehlte ""aktive"" #Neutralität|spolitik der letzten Jahrzehnte
#Ukraine € 75 Mill Unterstützung https://t.co/4qilcNyFIj",2022-06-23 08:43:02+00:00
114,mac_speedie,"RT @wolff_ernst: Wer meint, dass wir keinen 3.#Weltkrieg befürchten müssen, sollte sich die 44 #Eskalationsstufen von Herman #Kahn, dem wic…",2022-06-23 08:43:01+00:00
115,Lx121,"@b_chshevik @EyyRadioFree @gobloid3 3 things: 1.on the same index RUSSIA IS WORSE. 2. #ukraine is improving, LONGTERM trend. 3. in #PUTIN's #russia such #independent #international #ngo organisations &amp; #reporting ARE NOT ALLOWED TO EXIST. #especially during the #UkraineWar :P",2022-06-23 08:42:05+00:00
116,Mariusz_w36,"Отже, війна! [анімація] 🇺🇦#Ukraine

#Russia #Putin #PrayForUkraine #Украина 
#UkraineRussianWar #PutinsWar #stopputin #StopWar #HelpUkraine #UkraineUnderAttaсk #StopRussia #FreeUkraine #UkraineWar 

https://t.co/Z7iw2yXGr9 https://t.co/1RPQNdwJ5J",2022-06-23 08:42:00+00:00
117,INSTINC26289171,"RT @HerryNapit: Dictator Putin’s Afghanistan: The Russian army seems trapped in Ukraine, sacrificing minorities👎

Read the thread,👇Hey worl…",2022-06-23 08:40:00+00:00
