,user,Tweet,Time
19,BLURTHEGHOST,2022-06-21 23:35:13+00:00,"That's how you know Satan is real, the demon gods puppet mastering putin, or he wouldn't have lasted this long. He even has a BOMB named Satan😡 #putin #russia #UKRAINE #PUTHIMDOWN and it's business as usual.😑"
20,RingoNbi,2022-06-21 23:32:01+00:00,"RT @Magnifyingglas_: Something wrong with the right
arm of #putin

#Ukraine
#UkraineUnderAttaсk
#VictoryDayParade https://t.co/6JwjGmovCA"
21,IrynaFilipchuk,2022-06-21 23:30:47+00:00,"RT @Mariia_Zolkina: To understand strategic loss of #Russia in its war against #Ukraine pay attention to this: tomorrow, on June, 22, the s…"
22,_Thirunarayan1,2022-06-21 23:27:13+00:00,"Opinion: Eric Greitens' shotgun ad fans the flames of violence https://t.co/gcgUfY60H5
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
23,_Thirunarayan1,2022-06-21 23:27:13+00:00,"Jury finds Bill Cosby guilty of sexual battery in decades-old incident https://t.co/0fP3KsrCzc
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
24,Marcnelsonart,2022-06-21 23:26:55+00:00,RT @RonanLTynan: For #Ukraine now more important than ever that we redouble our efforts to press #Russia to withdraw and end egregious aggr…
25,BLURTHEGHOST,2022-06-21 23:26:28+00:00,"That's the new age we're headed into, a world leader steps out of line, zap them to hell with a satellite stealth guided FREAKEN laser beam from outer space. #putin #russia #UKRAINE #PUTHIMDOWN"
26,ThinkPeace2022,2022-06-21 23:24:30+00:00,"@McFaul Lovely thought, but you know #Putin’s only begun his war scheme. He knows how little patience and spine the members of #NATO and the #EU have. Europe needs America; America doesn’t need the #EU.  #Ukraine"
27,WilhelmOrmstein,2022-06-21 23:22:41+00:00,"💰 Sanctions against Russia hitting all the right people in the right places. 😘

#Russia #Ukraine #Putin #UkraineWar #Zelensky #inflation #ukrainerussiawar #russiaukrainewar #NATO #Germany #USA 

https://t.co/xg13OKje9o"
28,MasterFeed,2022-06-21 23:21:58+00:00,"Keep Buggering On — Even If #Putin Is Winning in #Ukraine

Those ""who assert skepticism about the prospects of Ukrainian victory, are widely derided as at best ""ultra-realists"" ­— not intended as a term of flattery — and at worst as appeasers. [They] lie awake nights, search… https://t.co/npcPUJSG2O"
29,Melaniebrowder1,2022-06-21 23:21:09+00:00,RT @MarkSabah: 2/3 Since then dozens of other countries around the world have adopted  versions of #Magnitsky Laws and targeted #sanctions.…
30,KatsuhikoTsuda,2022-06-21 23:19:00+00:00,"RT @HudsonInstitute: Hudson's @todlindberg discusses how #Putin ""returned the question of morality or values to the foreground of internati…"
31,MamogongM,2022-06-21 23:18:48+00:00,"Every single day, country are waking up ⬆️ too #CCP #BRI debt 💸 🪤 places like #Bangladesh #SriLanka hope their financial woes be changed. All #CCP does and promote are totally 💯 fake. #Ukraine first #Taiwan next, was Pooh #XiJinping &amp; Pudding #Putin alliance in #Beijing2022 https://t.co/RXXUGC0u5Y"
32,Tianshui2022,2022-06-21 23:17:56+00:00,"RT @UKwenxuan: Now #Putin is back against the wall. Whenever he starts talking about something he thinks #NATO, #Ukraine or the United Stat…"
33,igeusllc,2022-06-21 23:15:47+00:00,"RT @Rebelxmachina: It's time for #Putin's annual eye exam... 👀

#StandWithUkraine #Ukraine #StopPutinNOW https://t.co/knrMg96iw6"
34,ming63791097,2022-06-21 23:15:36+00:00,"RT @UKwenxuan: Now #Putin is back against the wall. Whenever he starts talking about something he thinks #NATO, #Ukraine or the United Stat…"
35,igeusllc,2022-06-21 23:14:26+00:00,RT @DanielS18352008: #Ukraine 🇺🇦should give #Putin 🇷🇺a piece of land! About half cubic meter🤣 https://t.co/g6ENOBPw8u
36,ThomasHemberge1,2022-06-21 23:05:37+00:00,"RT @DannyClifford: Here we go! Russia violate Estonia’s air space for first time &amp; yes, they are members of  #NATO #Putin #Russia #Estonia…"
37,ProtoJays,2022-06-21 23:01:53+00:00,"RT @TLlanelli: @haynesdeborah #NATO 1.1 Billion people and huge military v
#Putin 140 Million Russians and much smaller military 

@NATO sh…"
38,DannyClifford,2022-06-21 23:01:05+00:00,"Here we go! Russia violate Estonia’s air space for first time &amp; yes, they are members of  #NATO #Putin #Russia #Estonia #Ukraine #war #putinwarcriminal  https://t.co/b1n0yqaySG"
39,_Thirunarayan1,2022-06-21 22:57:13+00:00,"Threats against public servants define chilling January 6 hearing https://t.co/ZVMFK1R7UF
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
40,_Thirunarayan1,2022-06-21 22:57:12+00:00,"Analysis: The single most compelling witness of the January 6 committee hearings so far https://t.co/NGRyBgcOPF
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
41,ExistCafe2021,2022-06-21 22:55:48+00:00,"RT @UKwenxuan: Now #Putin is back against the wall. Whenever he starts talking about something he thinks #NATO, #Ukraine or the United Stat…"
42,lionima2,2022-06-21 22:55:36+00:00,"⌛ I'm waiting for you (⌐■_■).✌🏼
...
#NFTSPACESHIP #Tez #NFTCommumity #Hannibal  #Invasion  #Pop Art NFT #Peace NFT #Putin #global peace  #Humanity      #End the war every where #Help End the War #Ukraine #gifanimation"
43,DaGodfather59,2022-06-21 22:54:51+00:00,"RT @officejjsmart: Two #Ukrainian 🇺🇦 MiG-29 fighter jets, somewhere over the #Donbas this evening.

#UkraineRussiaWar #UkraineInvasion #Arm…"
44,devSmirnov,2022-06-21 22:54:27+00:00,"Dear #world,
It’s time to choose your side. #Russia #Putin will not stop on #Ukraine. Only all together we can #StopWarInUkraine and make people live in #peace and #freedom. Please help and share this🙏🏻🇺🇦"
45,_inutilite_,2022-06-21 22:52:14+00:00,"RT @ryanscribe: Watch @Jake_Hanrahan’s powerful new film, on #Ukraine’s #antifascists battling #Putin’s war machine. Essential viewing.
htt…"
46,socialismoolib1,2022-06-21 22:51:27+00:00,"🇺🇦#UKRAINE #UKRAINERUSSIAWAR 

#News 

🔫06/21/2022 ISW Day 117

🇷🇺Genocidal #Putin communist #Russia

Setting info conditions to justify slow unsuccessful advance to #Slovyansk from SE #Izyum-W #Lyman 

To interdict Ukrainian #communication lines along T1302 #Bakhmut-#Lysychansk https://t.co/4dihACWnlD"
47,WilhelmOrmstein,2022-06-21 22:47:07+00:00,"🇪🇺  Europe is developing emergency plans to switch to coal.

 This will all lead to.... you guessed it.
.
.
.
.
""Putin's Global Warming!""

#Russia #Ukraine #Putin #UkraineWar #Zelensky #inflation #ukrainerussiawar #russiaukrainewar #NATO #ClimateCrisis #ClimateJustice https://t.co/XUQwXwuu99"
48,SnelgarBryce,2022-06-21 22:46:57+00:00,"RT @officejjsmart: Two #Ukrainian 🇺🇦 MiG-29 fighter jets, somewhere over the #Donbas this evening.

#UkraineRussiaWar #UkraineInvasion #Arm…"
49,HudsonInstitute,2022-06-21 22:43:00+00:00,"Hudson's @todlindberg discusses how #Putin ""returned the question of morality or values to the foreground of international politics"" the day #Russia invaded #Ukraine in @Commentary.
https://t.co/cJyConbcmT"
50,_Thirunarayan1,2022-06-21 22:42:57+00:00,"Hasen: ‘Bipartisan’ Bill On Protecting Election Officials Is Underway 
https://t.co/bO5IBKEGyo 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
51,thankyou_nurses,2022-06-21 22:41:51+00:00,"RT @officejjsmart: Two #Ukrainian 🇺🇦 MiG-29 fighter jets, somewhere over the #Donbas this evening.

#UkraineRussiaWar #UkraineInvasion #Arm…"
52,MondeeRedman,2022-06-21 22:40:22+00:00,RT @RonanLTynan: For #Ukraine now more important than ever that we redouble our efforts to press #Russia to withdraw and end egregious aggr…
53,RonanLTynan,2022-06-21 22:39:55+00:00,For #Ukraine now more important than ever that we redouble our efforts to press #Russia to withdraw and end egregious aggression as #Putin continues warcrimes masquerading as war as continues to repeat horror inflicted on #Syria with #Assad slaughtering parents and children @ICC https://t.co/uUFvUIfKmI
54,explor3s,2022-06-21 22:39:26+00:00,"RT @officejjsmart: Two #Ukrainian 🇺🇦 MiG-29 fighter jets, somewhere over the #Donbas this evening.

#UkraineRussiaWar #UkraineInvasion #Arm…"
55,Bell_Tent_EU,2022-06-21 22:37:56+00:00,RT @raging545: VIDEO of Ukrainian military destroying a floating Russian mine with gunfire offshore Odessa in Southern Ukraine.  Ther have…
56,CryHavoc0711,2022-06-21 22:36:34+00:00,"RT @officejjsmart: Two #Ukrainian 🇺🇦 MiG-29 fighter jets, somewhere over the #Donbas this evening.

#UkraineRussiaWar #UkraineInvasion #Arm…"
57,Mariusz_w36,2022-06-21 22:31:08+00:00,RT @kiraincongress: It is impossible to feed #putin from one pocket and help #Ukraine from another. The democratic countries need to stick…
58,officejjsmart,2022-06-21 22:31:07+00:00,"Two #Ukrainian 🇺🇦 MiG-29 fighter jets, somewhere over the #Donbas this evening.

#UkraineRussiaWar #UkraineInvasion #ArmUkraine #ArmUkraineNow #denazification #RussiaInvadedUkraine #ukraine #Russia #Putin #PutinsAWarCriminal #Donbass #mig29 #MiG https://t.co/zRwY4ARtrO"
59,pricegspt,2022-06-21 22:30:57+00:00,"@KYTKYTKYTKYTKYT @Chainfreeze Translation:
(1/2)several more Ukrainian soldiers were arrested in Malaya (LNR). Men aged 46 and 55 taken from work by Ukrainian authorities to go to war.Once they arrived all their equipment was destroyed,

# Ukraine #Putin #putin # Rusia #Ukraine #UkraineWar"
60,jimpulfer,2022-06-21 22:28:42+00:00,"Um, No, Joe @POTUS. Democracy is at stake. If #Putin is not stopped in the #Ukraine, you can be damned sure he won't hesitate to then take on #Kazakhstan or #Lithuania. Nor will he be deterred from meddling in the 2024 #Presidential election. He's an existential threat to you/USA https://t.co/rQkzSDIh1K"
61,_Thirunarayan1,2022-06-21 22:27:11+00:00,"Rep. Henry Cuellar will defeat progressive primary challenger Jessica Cisneros https://t.co/4nwvgNPEUR
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
62,JorgeMouta_,2022-06-21 22:25:04+00:00,"Yes, Putin has terminal cancer.

#US
#BIDEN
#UkraineRussiaWar 
#Ukraine
#PUTIN https://t.co/Z2CSYXP9aJ"
63,LadyPoop2,2022-06-21 22:24:13+00:00,RT @HerryNapit: Russia: Did Putin try to poison a peace delegation in Ukraine? 😱https://t.co/chBO92vJbD #Putin☠️ #Russia #Rusia #Russian #R…
64,_Thirunarayan1,2022-06-21 22:22:56+00:00,"MTP NOW June 21 — Katie Hobbs, Rick Hasen, Steve Kornacki 
https://t.co/AAycel3tVw 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
65,blanketcrap,2022-06-21 22:21:58+00:00,RT @HerryNapit: Russia: Did Putin try to poison a peace delegation in Ukraine? 😱https://t.co/chBO92vJbD #Putin☠️ #Russia #Rusia #Russian #R…
66,blanketcrap,2022-06-21 22:21:54+00:00,"RT @HerryNapit: Ukraine war: Putin creates global food, fuel and financial crisis, push millions of people in Afghanistan, Lebanon, Myanmar…"
67,blanketcrap,2022-06-21 22:21:44+00:00,"RT @HerryNapit: Lysychansk. The father saw his son's body.

""Russian Peace"" congratulates on Father's Day💔

#Lysychansk #Ukraine #Ukraina #…"
68,socialismoolib1,2022-06-21 22:21:31+00:00,"🇺🇦#UKRAINE #UKRAINERUSSIAWAR 

#News 

🔫06/21/2022 Day 117 

🇷🇺Genocidal dictator #Putin communist #Russia

Control all of #Severodonetsk with exception of #Azot industrial zone, where fights continue 

#Ukrainian #partisans complicate efforts by Russia to control occupied areas https://t.co/SNgIJcinQf"
69,blanketcrap,2022-06-21 22:21:25+00:00,"RT @HerryNapit: #Russia's invasion of #Ukraine worsens crises in Afghanistan, Lebanon, Myanmar, Palestine, Syria, Yemen, Tigray, Africa.…"
70,BLURTHEGHOST,2022-06-21 22:19:44+00:00,"We need to get #PUTHIMDOWN(vladimir putin)trending.

#putin #russia #UKRAINE"
71,IahRataza,2022-06-21 22:18:18+00:00,The World needs #love  https://t.co/JCFpVIzYhr  #hiphop #comiccon #dccomics #rap #marvel #wd3 #Midterms2022  #NBA #playlists #Avengers #photo #ukraine #CaptainAmerica #DC #fintech #art #photography #picoftheday #putin #draymondgreen #AMC #cinematography #comicbooks #hiphop #June https://t.co/26TqgYnnH3
72,Vince28548162,2022-06-21 22:18:14+00:00,@DonaldJTrumpJr Hey #Ukraine. Photo ops like this just give #Putin more determination.
73,789Bigsky,2022-06-21 22:16:59+00:00,"Would it not be sensible, to allocate 25% of #US inventory to #Ukraine?  The longer we wait, the fewer pilots and mechanics will be alive to operate. 1-200 souls are lost daily. #Putin won't stop at #Ukraine He surely will march across Europe. Acting now will save #American lives https://t.co/79z04F4pK4"
74,HouseOfGab,2022-06-21 22:15:46+00:00,"#Ukrainewood #Ukraine #Russia #Putin #BenStiller #Zelensky #Actor #Hollywood #Actors #Pallywood 

""All the world's a stage"" https://t.co/I4ejHDc8PI"
75,selinb,2022-06-21 22:14:40+00:00,"@mog7546 I keep saying that #Turkey is NO friend of #Ukraine.
Fascist #Erdogan supports #Fascist #Putin."
76,SpreadArguments,2022-06-21 22:06:21+00:00,"[52sec] #Ukraine joining #EU - Greater unification - will be a powerful answer to #Putin's plan to split EU.

Spread this strong argument if you #SupportUkraine and want the the #RussianUkrainianWar to end!

#StandWithUkraine️ @UA_EUMission @EUDelegationUA @ukraineoffice https://t.co/NEmXJ8KtGm"
77,_Thirunarayan1,2022-06-21 22:02:54+00:00,"Highlights From Jan. 6 Committee Hearing On Threats To Election Officials 
https://t.co/d2Vy5CNly3 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
78,Richard97932715,2022-06-21 22:01:49+00:00,"RT @Mariia_Zolkina: To understand strategic loss of #Russia in its war against #Ukraine pay attention to this: tomorrow, on June, 22, the s…"
79,PoliticalTom,2022-06-21 22:01:26+00:00,Bravo; remind #Putin that his war's not over until it's over           ///         #Ukraine's partisans continuing to harass #Russia's invasion troops in occupied territories https://t.co/3ElXx86ipx via @Yahoo
80,moveebuff1953,2022-06-21 21:59:04+00:00,"So many innocent lives gone because of #Putin &amp; his #RussianInvaders...who are murdering, torturing, raping innocent #ukrainians...Can't wait until the #Russians are gone permanently from #Ukraine.
#ARmUkraineNow https://t.co/U5HcUUrcLJ"
81,missy1275,2022-06-21 21:58:38+00:00,RT @raging545: IMAGES of fires from Ukrainian strikes on a suspected Russian ammo depot in New Kakhovka app 30km East of Kherson #Ukraine #…
82,Boris_Kogen,2022-06-21 21:58:17+00:00,RT @WilhelmOrmstein: 🇷🇺🇺🇦 Two Ukrainian soldiers who were taken prisoner refused to be exchanged for Ukraine and applied for Russian citize…
83,mccandlessp,2022-06-21 21:57:49+00:00,"RT @mccandlessp: History and Other Stuff: Putin, Progress, and The End of History https://t.co/gQkBVLmJOf #history #Twitterstorians #Europe…"
84,_Thirunarayan1,2022-06-21 21:57:10+00:00,"See the world's largest freshwater fish https://t.co/vh7ulcx6sb
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
85,Daniell56928659,2022-06-21 21:55:53+00:00,"#Russia and #Putin's illegal &amp; bully-in-nature violent war to acquire land, resources &amp; expansionist policy has now displaced 13 MILLION ppl who lived in #Ukraine. 
@NATO @Bundeskanzler #armukraineproperly. 
https://t.co/OqDp1onoyC"
86,KateRoe18,2022-06-21 21:54:54+00:00,"RT @Ewe_Paz_HeT: The most effective actions are those carried out by the most discreet people. You don't see them but you are already dead,…"
87,Evelynkyomu,2022-06-21 21:54:03+00:00,Armed Forces of Ukraine loose 4 officers during  a combat mission against Russian Aggression https://t.co/xTdL3hPlWs #Ukraine #RussianWarCrimes #Russian #RussianSoldiers  #Russians #RussianInvasion #Russia #Putin #Nato #China #USA
88,kyleAirs,2022-06-21 21:54:02+00:00,Armed Forces of Ukraine loose 4 officers during  a combat mission against Russian Aggression https://t.co/cwwCmpIbh0 #Ukraine #RussianWarCrimes #Russian #RussianSoldiers  #Russians #RussianInvasion #Russia #Putin #Nato #China #USA
89,TLlanelli,2022-06-21 21:52:33+00:00,"@haynesdeborah #NATO 1.1 Billion people and huge military v
#Putin 140 Million Russians and much smaller military 

@NATO shot the #Russian helicopters down and send #Ukraine more planes and weapons to defeat #PutinWarCriminal https://t.co/veqSFVc0CC"
90,timgrecco,2022-06-21 21:50:25+00:00,"@emilyrs #GeraldGrosz seems to be #Putin's far-right #MAGA candidate in #Austria's presidential election. This guy is definitely not a friend of #Zelensky's #Ukraine.
—
Video Source: Twitter https://t.co/jR5f4WGr9q"
91,Ewe_Paz_HeT,2022-06-21 21:49:55+00:00,"The most effective actions are those carried out by the most discreet people. You don't see them but you are already dead, barbarians of the Middle Ages.
#Ukraine #UkraineWar #StandWithUkraine #Putin"
92,_Thirunarayan1,2022-06-21 21:47:42+00:00,"RT @_Thirunarayan1: President #Biden Explains Why He Fell Off Bike 
https://t.co/VBKYMQiUzo 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #s…"
93,HelenFogarassy,2022-06-21 21:46:25+00:00,"Summer. Freedom. No heavy clothes, kids off school. Stark contrat to heavy brutality of #Trump seen in 1/6 Cmtee, #Putin trasing #Ukraine, #American scapegoat of #Biden. #Trump whined ""give me a break"" to coax elex fraud. #Biden ousted him, steers global crises &amp; gets no thanx."
94,literatt2,2022-06-21 21:45:05+00:00,"RT @Matt_VanDyke: Live from Donbas in Ukraine where my organization Sons of Liberty International (SOLI) trains Ukrainians to fight, speaki…"
95,_Thirunarayan1,2022-06-21 21:42:53+00:00,"President #Biden Explains Why He Fell Off Bike 
https://t.co/VBKYMQiUzo 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
96,_Thirunarayan1,2022-06-21 21:42:53+00:00,"Biden Celebrates U.S. Approval Of Covid Vaccines For Children Under 5 
https://t.co/kkqEI7h6QJ 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
97,openforum_au,2022-06-21 21:41:08+00:00,"#Putin’s quest to conquor the whole of #Ukraine has stalled, but his attempts to absorb the east of the country through brutal force and ethic cleansing echo the approach of his main role model.

https://t.co/R25FDM1pkC"
98,allindiatweet,2022-06-21 21:38:28+00:00,RT @SanctionsAml: #Russia's economy (#inflation) hit post #sanctions re #Ukraine #war - but so too #Eurozone #EU #Germany #France #Italy #S…
99,SanctionsAml,2022-06-21 21:38:25+00:00,"#Russia's economy (#inflation) hit post #sanctions re #Ukraine #war - but so too #Eurozone #EU #Germany #France #Italy #Spain. Russia is now #China's biggest #oil supplier. At these #Oilprices, #Putin can afford to discount oil exports to #India China. 2 huge, captive markets. https://t.co/4eK3AUNs9L"
100,JediOpra,2022-06-20 06:31:31+00:00,"RT @CanadianUkrain1: ⚡Sources in #Russia claim that #Putin has put the squeeze on #Lukashenko, and he's now preparing an invasion of the #V…"
101,norma_dzina,2022-06-20 06:31:20+00:00,"RT @ResistUA: 📹 If #putin does not suffer a decisive defeat in #Ukraine, he will definitely go further in his mission to ""return"" the lost…"
102,seawiz2,2022-06-20 06:31:18+00:00,"RT @jftaveira1993: .@Kasparov63: ""The escalation Mr. #Biden and other Western leaders say they fear if they take stronger action to support…"
103,zzzzzzAdy,2022-06-20 06:30:38+00:00,"RT @SharleenLittle4: Putin deliberately provokes hunger in the world!
Moscow, by blocking Ukrainian ports, is striving for global destabili…"
104,DeuNachrichten,2022-06-20 06:28:13+00:00,"❗️🇷🇺🇺🇦 #Highlights of #Russian #Military Operation in #Ukraine on June 18-19, 2022 by Rybar.
#UkraineRussiaWar #UkraineWar #UkraineKrieg #RussianUkrainianWar #RussiaUkraineWar #Russia #Ukrainian️ #UkrainianArmy #UkraineUnderAttack #Zelensky #Putin https://t.co/J2uVqOcj9H"
105,Aontaithe2021,2022-06-20 06:27:32+00:00,"RT @CanadianUkrain1: ⚡Sources in #Russia claim that #Putin has put the squeeze on #Lukashenko, and he's now preparing an invasion of the #V…"
106,AlarrabAlroosi,2022-06-20 06:27:17+00:00,"RT @Shevchenk0_Mila: The SBU obtained access to propaganda manuals of the Russian special services on the ""correct coverage of special oper…"
107,BirgerJohnsen,2022-06-20 06:26:43+00:00,"RT @CanadianUkrain1: ⚡Sources in #Russia claim that #Putin has put the squeeze on #Lukashenko, and he's now preparing an invasion of the #V…"
108,_Thirunarayan1,2022-06-20 06:25:52+00:00,"Winds fan wildfire to more than 2,000 acres in southern New Jersey https://t.co/zugxr1jAyJ
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
109,_Thirunarayan1,2022-06-20 06:25:52+00:00,"Shooting near Washington, DC, concert leaves 15-year-old dead, wounds officer and 2 adults, police say https://t.co/LPXLFi1w3U
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
110,_Thirunarayan1,2022-06-20 06:25:52+00:00,"Duterte's daughter calls for unity as she is sworn in as Philippine vice president https://t.co/RJnPlFfXkV
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
111,Lexipexieflexie,2022-06-20 06:25:01+00:00,"RT @uasupport999: In St. Petersburg, activists fired a paintball gun at a statue of Putin in the guise of a Roman emperor.

#StPetersburg #…"
